id,full_name,first_name,last_name,email,phone,country,city,age,gender,membership_years,login_frequency,session_duration_avg,pages_per_session,cart_abandonment_rate,wishlist_items,total_purchases,average_order_value,days_since_last_purchase,discount_usage_rate,returns_rate,email_open_rate,customer_service_calls,product_reviews_written,social_media_engagement_score,mobile_app_usage,payment_method_diversity,lifetime_value,credit_balance,churned,signup_quarter
2114,Thomas Carpenter,Joann,Patterson,fschultz@example.com,0720264188,UK,Manchester,49,Male,2.4,15.0,20.5,10.3,47.2,7.0,12.0,95.41,24.0,17.6,4.5,32.5,9.0,8.0,52.7,22.9,4.0,1136.32,2059.0,0,Q3
2115,Dan Washington,Amy,Gutierrez,jasminemartinez@example.com,0984598483,UK,Leeds,51,Female,1.2,11.0,36.6,6.8,62.1,5.0,15.0,39.37,5.0,30.3,8.4,15.3,10.0,1.0,23.3,25.8,1.0,526.02,2285.0,0,Q2
2116,Ashley Mitchell,Anthony,Soto,vanessalittle@example.org,0334652337,USA,New York,52,Male,1.1,18.0,39.9,12.9,36.2,8.0,14.0,14.53,19.0,31.7,10.3,42.4,2.0,7.0,50.1,32.5,3.0,1944.32,3719.0,0,Q1
2117,Mark Guerrero,Melissa,Mcfarland,lauragoodman@example.com,0894210477,USA,Houston,43,Female,0.7,26.0,32.4,13.4,32.8,4.0,16.0,84.13,61.0,24.0,8.2,17.3,4.0,7.0,29.4,23.6,3.0,1522.11,2870.0,0,Q1
2118,Joshua Dunn,Amanda,Cook,brownvicki@example.com,0793557098,USA,Los Angeles,36,Female,3.2,0.0,21.9,4.5,68.4,1.0,7.0,85.98,0.0,69.4,5.6,11.4,8.0,0.0,0.5,4.5,2.0,516.94,2131.0,0,Q3
2119,Brandon Martin,Donna,Mcdaniel,rsmith@example.com,0856965283,France,Toulouse,29,Male,0.4,11.0,19.6,5.4,74.9,2.0,9.0,86.93,14.0,63.6,4.9,17.8,5.0,2.0,18.9,19.4,4.0,741.54,2943.0,0,Q3
2120,David Baker,James,Church,mikewilson@example.org,0590266429,USA,New York,32,Female,2.3,0.0,26.6,4.2,69.4,1.0,6.0,118.21,18.0,69.8,3.5,17.9,6.0,2.0,6.7,11.1,1.0,719.87,1523.0,0,Q1
2121,Brandon Ellis,Timothy,Brown,nguyenlori@example.net,0917708918,USA,Los Angeles,39,Male,1.2,24.0,45.3,11.0,45.4,6.0,18.0,122.77,24.0,58.8,0.8,44.0,2.0,6.0,26.2,23.9,1.0,2490.94,3421.0,0,Q1
2122,Andrea Lawrence,Wesley,Williams,xrodriguez@example.net,0325787623,India,Delhi,32,Male,4.1,22.0,41.2,10.4,47.9,4.0,16.0,88.19,8.0,53.2,6.5,45.9,0.0,2.0,56.2,29.0,3.0,1167.36,4384.0,0,Q1
2123,Tyler Taylor,Jeffery,Hale,jamessamuel@example.net,0937465139,Australia,Melbourne,49,Male,0.2,1.0,9.8,1.9,82.2,1.0,7.0,7.81,5.0,27.5,10.2,8.8,6.0,1.0,20.4,0.7,3.0,496.39,731.0,1,Q3
2124,Erik Douglas,Connie,Berger,wheelertiffany@example.com,0937617511,Germany,Cologne,50,Male,3.7,4.0,29.6,10.2,54.8,2.0,10.0,65.31,0.0,28.6,3.7,26.0,5.0,0.0,5.4,16.2,3.0,614.29,1431.0,0,Q3
2125,Jill Stokes,Michael,Brooks,armstrongchristine@example.com,0585536661,UK,Glasgow,36,Male,2.4,5.0,18.9,4.6,68.5,3.0,7.0,78.44,14.0,37.0,1.8,25.8,5.0,1.0,21.2,18.1,3.0,573.74,1639.0,0,Q1
2126,Brenda Meza,Nicole,Ramos,chandlertrevor@example.com,0820442870,India,Delhi,28,Male,2.9,11.0,23.6,11.8,60.3,8.0,9.0,95.71,36.0,14.9,3.8,14.6,5.0,3.0,0.0,16.9,2.0,737.99,2820.0,1,Q3
2127,David Miller,Jacqueline,Peters,johnsondoris@example.org,0905582141,France,Paris,26,Male,5.1,23.0,47.3,14.9,56.6,12.0,21.0,12.27,4.0,63.2,3.7,48.7,5.0,6.0,59.3,34.1,3.0,2830.51,3549.0,0,Q1
2128,Crystal Delgado,Joe,Price,xpeterson@example.org,0356631946,USA,Houston,57,Other,3.4,14.0,30.8,12.1,45.5,8.0,21.0,112.16,18.0,54.6,2.3,34.4,9.0,1.0,47.7,33.9,1.0,2795.36,3581.0,1,Q2
2129,Carla Rose,Breanna,Pacheco,jeffreyreed@example.org,0383133143,Australia,Melbourne,27,Male,0.5,4.0,12.1,7.3,80.4,0.0,3.0,159.37,43.0,59.4,2.8,0.0,9.0,0.0,0.0,8.1,1.0,555.47,1802.0,0,Q3
2130,Juan Leonard,Kyle,Weber,hodgejoseph@example.com,0388647723,USA,Phoenix,46,Female,2.1,9.0,32.3,7.0,64.9,3.0,12.0,8.6,3.0,47.3,13.2,28.3,5.0,2.0,33.6,18.8,2.0,98.45,320.0,0,Q3
2131,John Mckay,Henry,Brown,wesley74@example.org,0717470310,Australia,Sydney,39,Male,2.0,5.0,10.4,5.3,86.0,0.0,3.0,107.84,1.0,26.5,2.8,1.8,7.0,1.0,2.8,4.4,1.0,299.98,2166.0,1,Q3
2132,Aaron Martinez,Jacob,Jensen,hernandezjames@example.com,0996666093,India,Bangalore,38,Female,1.4,12.0,29.7,8.5,43.6,1.0,10.0,108.35,67.0,22.5,7.3,27.5,7.0,3.0,0.0,26.3,2.0,959.61,2364.0,0,Q1
2133,John Stevens,Karen,Galloway,donnaturner@example.org,0852474199,Canada,Toronto,25,Female,2.5,22.0,35.5,11.7,51.6,8.0,14.0,143.91,9.0,37.7,6.6,33.9,8.0,3.0,24.5,41.2,3.0,2180.63,4306.0,1,Q2
2134,Preston Anderson,Catherine,Hill,mercedesjones@example.com,0965791358,Canada,Toronto,48,Female,1.1,28.0,31.6,13.8,45.8,2.0,13.0,193.52,8.0,50.5,8.9,10.9,4.0,3.0,58.4,23.1,1.0,2046.98,2554.0,0,Q1
2135,Kevin Wagner,Natalie,Hicks,cynthia09@example.net,0987614990,Canada,Vancouver,53,Female,3.3,19.0,28.7,14.2,25.0,11.0,19.0,116.62,32.0,37.2,4.3,34.7,5.0,7.0,37.4,37.2,2.0,1813.66,4648.0,0,Q1
2136,Andrew Horton,Robert,Rice,jenna91@example.net,0810416973,USA,Los Angeles,18,Male,0.9,0.0,10.5,3.0,90.3,0.0,4.0,15.26,19.0,16.8,7.1,0.0,2.0,2.0,0.0,7.5,1.0,602.09,183.0,1,Q3
2137,Wendy Russell,Brandon,Ramos,gail49@example.org,0930926419,France,Toulouse,40,Female,4.5,10.0,15.5,7.0,49.6,6.0,11.0,73.86,18.0,54.1,2.4,21.0,5.0,2.0,60.1,24.0,3.0,740.32,2153.0,0,Q3
2138,Rhonda Smith,Kelsey,Phillips,qperkins@example.net,0746886825,USA,Houston,27,Female,3.9,4.0,17.0,6.5,61.9,1.0,10.4,154.11,18.0,58.2,7.4,7.0,7.0,1.0,22.7,13.9,3.0,1306.97,1502.0,0,Q4
2139,Jennifer Reese,Jennifer,Morales,carlsonbrian@example.org,0953915339,Australia,Sydney,23,Female,0.2,16.0,28.6,7.9,65.3,2.0,9.0,6.46,11.0,34.4,1.8,15.0,7.0,3.0,21.5,19.3,2.0,475.71,766.0,0,Q2
2140,Robert Taylor,Adam,Phillips,michellerios@example.org,0842745461,USA,Houston,40,Male,3.6,12.0,16.5,4.5,66.1,1.0,7.0,186.81,12.0,21.6,6.9,20.8,8.0,1.0,31.0,11.1,2.0,1118.55,0.0,0,Q1
2141,Derek Mcdonald,Michael,Burns,jennifer39@example.net,0734161059,USA,Los Angeles,53,Female,1.2,8.0,12.0,6.3,64.6,1.0,14.3,105.73,45.0,22.2,1.2,12.3,2.0,2.0,8.0,5.1,2.0,104.01,0.0,0,Q4
2142,Melissa Murray,Travis,Hudson,zbrown@example.net,0365563967,USA,Phoenix,36,Male,0.4,12.0,40.6,11.2,60.1,5.0,16.0,173.84,15.0,44.3,9.4,31.6,8.0,3.0,43.7,24.5,3.0,2983.79,0.0,1,Q1
2143,James Price PhD,Jonathan,Hood,susanhendricks@example.org,0814906274,USA,New York,24,Female,2.6,1.0,27.9,6.6,56.4,3.0,5.0,182.05,36.0,17.2,1.2,0.0,4.0,0.0,19.8,17.3,2.0,1053.03,1728.0,1,Q3
2144,Brian King,Emily,Davis,matthewmiller@example.net,0397373596,USA,Los Angeles,42,Female,2.9,13.0,23.1,4.9,56.8,1.0,7.0,78.73,11.0,22.1,7.8,18.1,5.0,3.0,41.2,13.3,1.0,568.03,1948.0,0,Q1
2145,Nicholas Nguyen,Ronald,Watts,logan84@example.org,0926407373,USA,Los Angeles,36,Male,1.1,8.0,13.0,8.7,57.7,1.0,7.0,226.87,4.0,16.6,3.1,16.9,6.0,4.0,18.5,22.8,3.0,1468.88,2107.0,0,Q1
2146,Barbara Wright,Brandon,Baker,ashley04@example.net,0772292294,Australia,Sydney,37,Female,0.6,23.0,29.9,10.1,38.4,5.0,12.0,170.22,50.0,68.9,8.2,19.0,7.0,5.0,39.2,13.7,2.0,2405.77,2167.0,1,Q1
2147,Tina Brooks DVM,Ryan,Johns,leetimothy@example.org,0829449497,UK,Manchester,34,Male,1.0,16.0,28.3,11.4,70.3,2.0,10.0,86.18,39.0,15.9,2.5,15.3,7.0,1.0,32.0,13.1,2.0,732.96,988.0,0,Q2
2148,Elizabeth Martin,Tracey,Wright,benjamin67@example.org,0986867605,France,Lyon,63,Female,1.8,20.0,46.4,14.9,51.0,12.0,18.0,58.59,48.0,57.9,3.3,48.1,2.0,5.0,44.5,39.9,1.0,1145.16,1875.0,0,Q2
2149,Lisa Rice,Valerie,Jackson,millercraig@example.com,0346941844,Australia,Perth,45,Female,5.9,16.0,37.1,10.6,43.9,11.0,15.0,94.16,11.0,20.1,0.9,24.7,4.0,3.0,41.5,27.5,2.0,1483.47,2944.0,0,Q3
2150,Christopher Banks,Rhonda,Hernandez,michael29@example.com,0902133395,USA,New York,40,Female,3.0,15.0,28.7,7.2,58.6,8.0,9.0,120.99,12.0,45.5,3.8,17.7,3.0,4.0,36.6,19.8,3.0,964.51,913.0,0,Q1
2151,Anthony Smith,Jared,Walker,leejackson@example.net,0519956554,USA,New York,27,Male,0.9,0.0,14.7,8.5,84.2,2.0,2.0,85.98,33.0,13.6,13.7,28.4,7.0,1.0,19.4,9.5,2.0,165.48,506.0,1,Q1
2152,Dennis Ortiz,Christopher,Shaw,anthony75@example.com,0928084324,Canada,Ottawa,26,Female,2.5,11.0,18.2,4.0,59.3,2.0,6.0,90.94,0.0,33.8,5.5,6.9,3.0,3.0,16.9,13.8,2.0,470.77,609.0,0,Q2
2153,Megan Johnson,Douglas,Torres,lisascott@example.org,0906394159,UK,Birmingham,24,Female,2.3,16.0,22.2,6.5,49.2,10.0,8.0,112.86,8.0,43.3,8.3,20.7,5.0,1.0,22.4,17.7,2.0,956.53,2761.0,0,Q1
2154,Dawn Torres,Amy,Joseph,drhodes@example.com,0338160737,USA,Phoenix,50,Male,5.9,19.0,38.9,13.2,40.1,11.0,18.0,156.28,5.0,27.7,11.2,29.8,5.0,5.0,54.8,35.4,3.0,3265.93,2288.0,0,Q3
2155,Julie Flores,Eric,Brown,fdelgado@example.net,0524583297,Canada,Toronto,43,Other,1.3,23.0,37.3,14.8,33.5,8.0,16.0,107.86,58.0,60.5,7.3,28.0,7.0,6.0,51.2,41.4,4.0,2006.22,1789.0,1,Q1
2156,Tom Boyd,Jake,Green,wstewart@example.org,0346424249,Germany,Cologne,18,Female,2.4,12.0,35.6,7.3,61.5,4.0,13.0,203.28,9.0,6.0,5.6,11.7,6.0,4.0,48.4,12.6,2.0,2111.86,1967.0,1,Q4
2157,George Davis,James,Peters,matthewgrant@example.com,0903919058,USA,Chicago,44,Female,4.2,3.0,17.0,8.1,75.6,1.0,6.0,54.68,31.0,32.0,7.1,9.1,6.0,0.0,11.0,18.6,1.0,320.39,1491.0,0,Q1
2158,Cody Johns,Grace,Obrien,michaelhanson@example.org,0785458291,Canada,Toronto,46,Male,1.4,15.0,26.6,5.7,54.6,4.0,13.0,172.45,3.0,31.8,5.4,10.0,8.0,5.0,12.1,16.5,4.0,1527.36,3669.0,0,Q4
2159,Angela Smith,Timothy,Carter,nicholas99@example.com,0987620584,USA,Los Angeles,47,Female,2.8,27.0,43.0,16.4,45.3,9.0,18.0,56.07,69.0,60.0,11.6,44.5,3.0,7.0,43.0,35.3,3.0,825.56,4349.0,0,Q1
2160,Thomas Williams,Tracy,Austin,kristenstanton@example.net,0540809587,USA,Phoenix,43,Female,2.4,5.0,22.9,7.0,46.2,5.0,10.0,12.33,70.0,64.4,14.2,26.8,4.0,3.0,21.5,24.4,2.0,1053.23,774.0,0,Q1
2161,Ariana Allen,Jessica,Davis,murphyjames@example.net,0789892010,UK,Birmingham,39,Female,0.6,0.0,26.3,3.4,72.9,3.0,8.0,6.82,7.0,77.6,10.2,16.0,8.0,0.0,4.8,16.8,2.0,620.46,1918.0,1,Q1
2162,Christopher Haynes,Robert,Carr,jacksonbobby@example.net,0918984632,Germany,Berlin,45,Male,5.0,11.0,30.5,7.7,58.8,7.0,10.4,55.64,21.0,43.8,4.5,12.3,11.0,2.0,18.0,19.6,3.0,405.14,2775.0,0,Q4
2163,Robert Wolf,Leah,Carroll,barberkayla@example.com,0567759831,USA,Los Angeles,34,Female,6.1,10.0,16.1,7.9,72.3,3.0,9.0,142.45,15.0,53.3,11.3,13.8,8.0,1.0,37.6,5.5,3.0,1147.76,1455.0,0,Q1
2164,Eric Fisher,Ashley,Collins,daniel35@example.net,0320258486,USA,Los Angeles,30,Male,0.4,4.0,16.0,8.9,72.2,2.0,6.0,127.67,37.0,42.5,16.5,2.8,2.0,1.0,6.2,16.3,1.0,883.51,178.0,1,Q2
2165,Kelsey Hodges,Monica,Gonzalez,gjones@example.net,0945287695,France,Nice,40,Male,0.8,16.0,17.6,3.8,60.6,1.0,10.0,162.03,8.0,55.4,9.4,20.7,6.0,0.0,20.0,17.6,1.0,1474.27,2298.0,0,Q2
2166,Veronica Alvarado,Margaret,Mitchell,schroederroger@example.net,0584868666,UK,Manchester,28,Male,4.1,6.0,10.7,8.1,61.4,3.0,8.0,20.0,28.0,67.4,3.1,2.7,5.0,2.0,18.9,23.6,3.0,1646.78,772.0,0,Q3
2167,Kyle Adams,Christopher,Jenkins,smithcarmen@example.net,0391768274,France,Toulouse,55,Male,5.0,3.0,31.7,9.9,49.7,2.0,10.0,11.34,51.0,78.2,2.7,9.0,3.0,4.0,53.2,14.2,2.0,1316.82,2571.0,0,Q2
2168,Gabrielle Morton,Bryan,Huang,fosteradam@example.com,0914676299,France,Toulouse,46,Female,1.9,21.0,45.3,14.0,60.0,4.0,12.0,65.52,7.0,48.5,5.3,25.8,8.0,5.0,43.1,24.7,3.0,770.92,495.0,0,Q3
2169,Jonathan Hoffman,Melody,Davis,dwaynegreene@example.org,0942948099,Australia,Brisbane,39,Male,4.6,25.0,37.9,8.8,49.7,4.0,18.0,114.85,9.0,15.2,8.6,5.9,6.0,4.0,41.9,22.0,1.0,2156.06,1990.0,1,Q1
2170,Julie Mcconnell,Laura,Sutton,bethanymontoya@example.com,0708178675,Canada,Calgary,31,Male,2.9,11.0,24.3,8.5,53.3,4.0,14.0,152.35,12.0,45.9,11.5,24.6,2.0,3.0,25.5,21.7,3.0,2498.85,2547.0,0,Q2
2171,Jonathan Alexander,Darin,Raymond,zthomas@example.com,0552951770,UK,Leeds,54,Female,1.6,21.0,30.5,12.6,56.5,3.0,13.0,120.56,19.0,57.5,13.0,9.3,5.0,1.0,44.2,17.4,1.0,1546.58,1417.0,0,Q1
2172,Gwendolyn Sherman,Jennifer,Hill,leeolivia@example.net,0821227905,India,Delhi,18,Male,3.7,9.0,14.6,7.4,58.0,1.0,7.0,179.47,21.0,8.6,5.2,13.5,3.0,4.0,36.4,18.3,3.0,1121.48,947.0,1,Q3
2173,Chris Smith,Karen,Clark,oconley@example.com,0729259326,India,Mumbai,35,Female,1.8,11.0,35.3,11.8,40.4,2.0,17.0,125.46,3.0,58.8,0.4,21.1,4.0,2.0,18.9,25.4,2.0,2172.09,3426.0,0,Q2
2174,Austin Sexton,Jaime,Wilson,markfarmer@example.com,0581770010,USA,Phoenix,18,Female,1.4,16.0,38.4,7.8,47.8,6.0,12.0,105.07,19.0,19.7,8.5,35.7,6.0,2.0,55.1,28.8,3.0,1367.57,2419.0,1,Q2
2175,Dr. Elizabeth Griffin,Charles,Wells,sdaniels@example.org,0804096972,Germany,Berlin,18,Female,3.2,9.0,33.0,11.5,50.0,3.0,16.0,113.57,35.0,35.7,0.9,15.4,4.0,4.0,25.6,32.0,5.0,1467.79,3077.0,0,Q1
2176,Jacob Webster,Teresa,Williams,rjacobs@example.com,0771454393,Canada,Vancouver,40,Female,4.7,12.0,20.3,2.6,54.1,3.0,9.0,149.69,39.0,38.2,3.3,6.8,3.0,0.0,24.0,10.1,3.0,1393.19,2086.0,0,Q2
2177,Jay Dominguez,Joshua,Russell,rodriguezangela@example.org,0802755738,India,Chennai,36,Female,4.3,10.0,31.3,7.2,72.1,1.0,14.0,193.89,45.0,42.0,12.2,12.6,11.0,2.0,16.2,19.9,5.0,2257.16,2797.0,1,Q2
2178,Jerry Browning,Gregory,Preston,cameron06@example.net,0778016467,Japan,Tokyo,35,Female,7.4,16.0,26.4,9.0,41.5,4.0,14.0,159.02,2.0,9.1,0.3,25.5,7.0,3.0,77.3,24.0,3.0,2420.24,3365.0,1,Q1
2179,Jeffrey Olsen,Gregory,Green,russellchristopher@example.org,0822645380,Japan,Osaka,32,Female,2.6,4.0,14.6,6.4,74.1,7.0,8.0,102.02,7.0,50.4,3.5,7.2,11.0,1.0,24.5,9.6,3.0,938.53,1596.0,0,Q1
2180,Stephanie Taylor,Christina,Lowery,sparsons@example.com,0743196993,Canada,Toronto,29,Female,2.9,11.0,27.3,12.2,56.2,3.0,10.4,171.48,5.0,46.8,11.2,20.9,7.0,8.0,43.1,25.1,1.0,1329.41,1229.0,0,Q4
2181,Denise Griffith,Jaime,Stuart,miaevans@example.com,0368416597,USA,New York,49,Male,6.8,17.0,37.2,8.9,45.7,6.0,20.8,84.89,7.0,5.4,6.4,26.7,7.0,7.0,24.1,31.7,4.0,1288.55,3079.0,0,Q4
2182,Amanda Ellison,Anna,Ferguson,nathansmith@example.org,0911353625,USA,Chicago,43,Female,4.5,11.0,17.3,7.4,61.2,3.0,9.0,10.17,9.0,27.8,4.1,7.7,5.0,2.0,44.9,15.3,3.0,732.38,1142.0,0,Q1
2183,Mary Allison,Candace,Williams,brianhubbard@example.net,0327691947,India,Bangalore,38,Female,1.7,31.0,48.9,11.5,48.0,8.0,17.0,50.78,44.0,24.7,1.4,30.9,3.0,8.0,58.8,21.5,1.0,733.33,3518.0,0,Q3
2184,Kaitlyn Garza,Brittany,Martinez,urodriguez@example.com,0844979562,Japan,Osaka,18,Male,2.8,8.0,19.0,5.8,69.6,3.0,13.0,178.75,0.0,51.0,4.8,15.9,7.0,0.0,39.5,11.5,4.0,1667.68,1560.0,0,Q4
2185,Jeremy Morgan,Alicia,Hughes,erintaylor@example.org,0941481852,Australia,Sydney,39,Male,4.3,11.0,25.6,5.5,80.9,1.0,9.0,150.48,15.0,60.5,11.3,21.3,7.0,1.0,21.1,8.3,3.0,1402.22,692.0,1,Q2
2186,Joyce Wright,Charles,Baldwin,christopher84@example.org,0708269498,Canada,Montreal,40,Male,0.7,0.0,15.5,3.5,73.5,1.0,4.0,8.82,20.0,50.1,5.2,13.7,5.0,2.0,26.3,6.5,3.0,371.18,357.0,0,Q3
2187,Linda Oconnor,Jeremy,Gonzales,melinda40@example.com,0799877351,Japan,Nagoya,31,Female,2.0,13.0,41.8,13.0,74.8,4.0,15.0,77.58,8.0,3.2,1.2,40.9,2.0,3.0,35.5,33.2,4.0,1310.81,2095.0,0,Q1
2188,Jonathan Alexander,Jillian,Harrington,coopercatherine@example.net,0747437663,Japan,Osaka,38,Female,5.9,3.0,21.0,1.8,77.3,1.0,6.0,121.66,51.0,22.6,4.4,9.1,8.0,2.0,9.5,1.5,4.0,831.23,1398.0,1,Q2
2189,Andrew Chambers,Ryan,Boyd,eric52@example.net,0384381975,USA,New York,51,Female,1.2,28.0,30.2,10.3,37.2,7.0,29.0,113.95,43.0,20.9,12.0,28.5,4.0,4.0,14.1,26.1,3.0,3357.54,2194.0,0,Q2
2190,Jordan Cohen,Rachel,White,amandajohnson@example.net,0929398857,USA,Houston,31,Female,2.5,22.0,39.7,9.1,59.7,8.0,13.0,79.92,44.0,11.4,4.3,9.8,5.0,4.0,32.2,24.3,4.0,97.34,2669.0,0,Q1
2191,Joe Wilson,Rachel,Nelson,andrew38@example.net,0880225250,UK,Glasgow,31,Male,0.2,21.0,28.2,11.5,64.7,6.0,15.0,104.43,6.0,42.0,11.4,14.5,4.0,3.0,40.0,20.0,2.0,1634.01,1100.0,0,Q3
2192,Shannon Fernandez,Tiffany,Allen,lisa52@example.com,0932834811,USA,Phoenix,60,Female,5.1,16.0,33.6,6.1,48.8,6.0,17.0,94.06,17.0,83.5,7.4,12.7,6.0,1.0,25.5,22.5,1.0,1292.73,1562.0,0,Q3
2193,Rhonda Rhodes,William,Zimmerman,mikaylamcconnell@example.com,0333281864,USA,Chicago,38,Female,2.0,10.0,29.6,9.7,39.1,4.0,11.0,131.62,11.0,67.0,0.1,21.0,3.0,3.0,59.8,20.0,4.0,1617.21,1093.0,0,Q2
2194,Nathan Cohen,Ana,Beck,vickie77@example.org,0788490785,Canada,Montreal,32,Female,3.0,12.0,25.7,5.6,64.9,0.0,10.0,187.97,72.0,79.6,16.2,2.0,9.0,3.0,20.6,16.8,2.0,1927.83,1627.0,1,Q2
2195,Corey Payne,Carrie,Johnson,wramirez@example.org,0361731174,Australia,Melbourne,29,Male,7.0,9.0,28.4,7.7,57.5,7.0,12.0,95.94,10.0,75.0,14.4,19.2,6.0,0.0,20.1,18.5,2.0,1015.41,0.0,0,Q2
2196,Patricia Novak,Mark,Jones,paulpeters@example.org,0772237862,USA,Houston,36,Female,3.3,14.0,32.6,13.8,43.2,2.0,-3.0,72.45,25.0,13.2,6.6,30.7,2.0,4.0,42.9,22.8,3.0,1518.21,3154.0,0,Q3
2197,Miranda Valencia,Anne,Parker,caitlinhughes@example.net,0307875743,Germany,Munich,34,Female,2.9,15.0,25.2,6.9,52.4,7.0,10.0,74.08,0.0,41.1,2.7,32.4,9.0,2.0,12.2,21.5,2.0,662.14,1077.0,0,Q3
2198,Gregory Freeman,Kyle,Harrison,garciaaustin@example.com,0339290133,USA,Houston,40,Male,1.8,19.0,19.9,8.1,58.6,5.0,9.0,188.65,39.0,32.8,4.5,13.6,5.0,0.0,49.4,26.6,2.0,1423.17,687.0,0,Q1
2199,Charles Griffin,Katie,Miller,gbradley@example.com,0328632691,USA,Phoenix,51,Female,0.3,4.0,19.4,3.9,69.0,1.0,4.0,8.67,43.0,12.9,4.7,0.0,10.0,0.0,4.4,6.1,3.0,311.69,451.0,1,Q1
2200,Melissa Wood,Noah,Gallegos,meganwest@example.org,0342497032,USA,New York,21,Male,1.2,0.0,12.0,1.0,65.3,0.0,3.0,183.61,16.0,77.1,7.4,15.2,7.0,1.0,41.2,0.1,3.0,628.52,141.0,0,Q1
2201,Holly Dunn,Hannah,Ray,brooksjoshua@example.org,0920032394,USA,New York,22,Female,3.7,0.0,24.1,8.1,50.0,2.0,9.0,104.54,8.0,23.7,6.2,13.7,6.0,5.0,5.9,17.2,5.0,1046.74,2873.0,1,Q3
2202,Donna Shepard,Sherri,Miller,franklincynthia@example.net,0879771980,Canada,Toronto,44,Female,3.1,10.0,28.3,9.1,67.3,6.0,7.0,122.12,10.0,32.6,7.5,18.3,9.0,3.0,46.7,7.8,3.0,737.46,1923.0,0,Q2
2203,Rachel Garrett,Alyssa,Payne,gwelch@example.net,0308587668,USA,Houston,39,Male,3.6,20.0,44.4,13.7,34.6,10.0,20.0,99.52,29.0,34.0,8.1,55.8,2.0,7.0,84.5,25.2,2.0,2339.93,4232.0,0,Q3
2204,Jeffrey Hill,Lindsey,Campbell,gabbott@example.com,0504324392,France,Lyon,35,Male,1.7,28.0,43.7,13.2,47.4,5.0,26.0,95.45,11.0,29.5,8.6,43.7,5.0,3.0,45.1,32.3,3.0,2909.34,1738.0,0,Q2
2205,Michael Harding,Michelle,Hubbard,carrrobert@example.net,0829892223,USA,Los Angeles,38,Male,1.4,8.0,27.8,7.1,56.0,4.0,11.0,130.43,7.0,59.7,6.7,22.7,9.0,3.0,31.1,27.9,4.0,1399.11,2045.0,0,Q2
2206,Robert Solis,Justin,Graham,robinsonmatthew@example.com,0843594659,Germany,Cologne,54,Male,2.0,6.0,22.9,4.2,57.7,3.0,10.0,102.57,23.0,58.5,2.4,55.6,4.0,0.0,0.0,21.7,1.0,1229.78,959.0,1,Q2
2207,Victoria Gray,Lauren,Shaw,alexrobles@example.net,0590245936,Australia,Melbourne,58,Female,3.1,13.0,19.2,7.3,63.9,2.0,5.0,147.29,15.0,61.6,9.1,4.8,3.0,2.0,1.6,16.2,2.0,663.06,268.0,0,Q2
2208,Dana Scott,Howard,Franklin,james48@example.com,0331515984,UK,Birmingham,23,Female,0.5,11.0,21.7,7.0,61.6,3.0,14.0,102.49,31.0,4.3,2.1,24.1,4.0,3.0,36.1,18.6,3.0,1349.26,1964.0,1,Q3
2209,Robert Roberts,Carrie,Jordan,yparker@example.com,0584718201,Canada,Vancouver,43,Male,0.7,19.0,26.3,9.7,68.1,6.0,13.0,107.73,2.0,75.0,10.3,16.9,6.0,3.0,40.2,21.2,2.0,1228.34,1634.0,0,Q2
2210,Mary Mahoney,Leon,Dunn,torresjohn@example.com,0585131902,Australia,Melbourne,35,Male,2.8,3.0,27.9,5.3,59.9,2.0,10.0,83.91,8.0,32.4,3.2,6.4,7.0,2.0,24.1,18.1,1.0,972.89,622.0,0,Q2
2211,Kathleen Murphy,Michael,Smith,fernandotravis@example.com,0828707581,USA,Los Angeles,22,Female,1.9,0.0,6.2,3.6,77.9,0.0,9.0,54.03,32.0,11.7,7.5,0.1,10.0,1.0,23.6,7.4,5.0,391.61,0.0,1,Q2
2212,Nicole Diaz,Stephen,Parsons,stewartamanda@example.org,0849498915,USA,Phoenix,57,Female,5.7,29.0,33.4,10.1,36.5,6.0,19.5,79.53,11.0,4.2,5.8,36.1,2.0,2.0,35.9,27.7,1.0,1071.02,1303.0,0,Q4
2213,Gerald Hall,Kimberly,Whitehead,sluna@example.com,0749688152,USA,Houston,18,Female,0.6,29.0,42.9,13.9,38.9,9.0,22.0,153.26,1.0,4.8,6.6,48.3,5.0,7.0,59.9,31.2,5.0,2995.09,4368.0,1,Q2
2214,Miguel Wilson,David,Solis,kristinemurphy@example.com,0947690069,USA,New York,59,Male,5.1,17.0,34.0,13.3,39.2,7.0,15.0,78.77,1.0,30.9,2.3,42.0,4.0,3.0,48.4,24.2,2.0,1024.49,3984.0,0,Q1
2215,Donna Dillon,Denise,Rosales,rebecca31@example.net,0994502985,India,Hyderabad,51,Female,2.2,3.0,29.0,9.5,50.2,8.0,11.0,136.37,26.0,7.7,11.7,22.5,6.0,3.0,33.1,16.9,4.0,1380.93,3296.0,0,Q3
2216,Clayton Benson,Clinton,Davis,nelsonangela@example.org,0853772793,Australia,Sydney,35,Female,2.8,6.0,31.9,9.5,74.8,4.0,14.0,75.62,39.0,23.2,7.1,21.4,2.0,3.0,26.4,24.8,3.0,1139.83,1226.0,0,Q2
2217,William Jones,Maria,Woods,kellyalbert@example.com,0542149773,Canada,Ottawa,61,Male,2.3,4.0,22.1,6.3,49.0,3.0,11.0,147.77,0.0,61.5,15.0,22.0,8.0,3.0,1.4,11.7,4.0,1855.67,2164.0,0,Q1
